USERID,r_score,f_score,m_score,rfm_wscore,rfm_comb
120180,2,1,1,1.6,211
120181,4,1,1,2.8,411
120184,4,1,1,2.8,411
120185,4,1,1,2.8,411
120186,2,1,1,1.6,211
120187,1,1,1,0.9999999999999999,111
120189,1,1,1,0.9999999999999999,111
120192,2,1,1,1.6,211
120194,5,1,1,3.4,511
120195,3,1,1,2.1999999999999997,311
120197,4,1,1,2.8,411
120198,1,1,1,0.9999999999999999,111
120200,5,1,1,3.4,511
120201,1,1,1,0.9999999999999999,111
120202,1,1,1,0.9999999999999999,111
120203,5,1,1,3.4,511
120204,1,1,1,0.9999999999999999,111
120205,4,1,1,2.8,411
120206,5,1,1,3.4,511
120208,5,1,1,3.4,511
120210,4,1,1,2.8,411
120211,5,1,1,3.4,511
120213,4,1,1,2.8,411
120214,2,1,1,1.6,211
120215,1,1,1,0.9999999999999999,111
120217,4,1,1,2.8,411
120219,4,1,1,2.8,411
120220,3,1,1,2.1999999999999997,311
120221,5,1,1,3.4,511
120225,4,1,1,2.8,411
120229,1,1,1,0.9999999999999999,111
120230,4,1,1,2.8,411
120231,1,1,1,0.9999999999999999,111
120232,2,1,1,1.6,211
120236,5,1,1,3.4,511
120241,1,1,1,0.9999999999999999,111
120245,4,1,1,2.8,411
120250,3,1,1,2.1999999999999997,311
120251,4,1,1,2.8,411
120252,4,1,1,2.8,411
120253,1,1,1,0.9999999999999999,111
120256,3,1,1,2.1999999999999997,311
120259,3,1,1,2.1999999999999997,311
120262,5,1,1,3.4,511
120263,2,1,1,1.6,211
120264,4,1,1,2.8,411
120265,3,1,1,2.1999999999999997,311
120269,2,1,1,1.6,211
120270,1,1,1,0.9999999999999999,111
120274,5,1,1,3.4,511
120277,3,1,1,2.1999999999999997,311
120278,1,1,1,0.9999999999999999,111
120279,5,1,1,3.4,511
120282,4,1,1,2.8,411
120283,4,1,1,2.8,411
120284,5,1,1,3.4,511
120287,5,1,1,3.4,511
120288,3,1,1,2.1999999999999997,311
120293,5,1,1,3.4,511
120295,4,1,1,2.8,411
120296,1,1,1,0.9999999999999999,111
120299,3,1,1,2.1999999999999997,311
120300,2,1,1,1.6,211
120302,2,1,1,1.6,211
120305,4,1,1,2.8,411
120309,4,1,1,2.8,411
120316,2,1,1,1.6,211
120317,3,1,1,2.1999999999999997,311
120318,2,1,1,1.6,211
120320,2,1,1,1.6,211
120323,3,1,1,2.1999999999999997,311
120326,1,1,1,0.9999999999999999,111
120328,5,1,1,3.4,511
120329,2,1,1,1.6,211
120331,3,1,1,2.1999999999999997,311
120333,4,1,1,2.8,411
120338,4,1,1,2.8,411
120340,2,1,1,1.6,211
120341,4,1,1,2.8,411
120343,3,1,1,2.1999999999999997,311
120344,5,1,1,3.4,511
120346,5,1,1,3.4,511
120348,3,1,1,2.1999999999999997,311
120350,2,1,1,1.6,211
120351,5,1,1,3.4,511
120352,2,1,1,1.6,211
120355,2,1,1,1.6,211
120356,3,2,1,2.5,321
120357,1,1,1,0.9999999999999999,111
120359,4,1,1,2.8,411
120360,3,1,1,2.1999999999999997,311
120361,3,1,1,2.1999999999999997,311
120362,1,1,1,0.9999999999999999,111
120363,2,1,1,1.6,211
120366,2,1,1,1.6,211
120367,3,1,1,2.1999999999999997,311
120368,2,1,1,1.6,211
120370,5,1,1,3.4,511
120371,1,1,1,0.9999999999999999,111
120373,4,1,1,2.8,411
120374,3,1,1,2.1999999999999997,311
120378,5,1,1,3.4,511
120379,2,1,1,1.6,211
120380,4,1,1,2.8,411
120381,5,1,1,3.4,511
120382,3,1,1,2.1999999999999997,311
120383,3,1,1,2.1999999999999997,311
120384,4,1,1,2.8,411
120388,4,1,1,2.8,411
120389,1,1,1,0.9999999999999999,111
120390,4,1,1,2.8,411
120391,5,1,1,3.4,511
120392,5,1,1,3.4,511
120393,1,1,1,0.9999999999999999,111
120394,5,1,1,3.4,511
120395,5,1,1,3.4,511
120396,2,1,1,1.6,211
120398,1,1,1,0.9999999999999999,111
120399,1,1,1,0.9999999999999999,111
120400,5,1,1,3.4,511
120402,2,1,1,1.6,211
120406,2,1,1,1.6,211
120407,4,1,1,2.8,411
120408,5,1,1,3.4,511
120409,2,1,1,1.6,211
120410,2,1,1,1.6,211
120411,5,1,1,3.4,511
120412,3,1,1,2.1999999999999997,311
120414,5,1,1,3.4,511
120415,3,1,1,2.1999999999999997,311
120417,4,1,1,2.8,411
120421,4,1,1,2.8,411
120422,5,1,1,3.4,511
120423,5,1,1,3.4,511
120424,1,1,1,0.9999999999999999,111
120426,3,1,1,2.1999999999999997,311
120427,5,1,1,3.4,511
120431,5,1,1,3.4,511
120433,4,1,1,2.8,411
120435,1,1,1,0.9999999999999999,111
120436,3,1,1,2.1999999999999997,311
120437,2,1,1,1.6,211
120439,5,1,1,3.4,511
120440,5,1,1,3.4,511
120442,1,1,1,0.9999999999999999,111
120445,4,1,1,2.8,411
120447,4,1,1,2.8,411
120448,2,1,1,1.6,211
120454,5,1,1,3.4,511
120455,2,1,1,1.6,211
120458,1,1,1,0.9999999999999999,111
120459,3,1,1,2.1999999999999997,311
120460,3,1,1,2.1999999999999997,311
120461,5,1,1,3.4,511
120464,2,1,1,1.6,211
120469,5,1,1,3.4,511
120470,3,1,1,2.1999999999999997,311
120471,2,1,1,1.6,211
120472,5,1,1,3.4,511
120474,4,1,1,2.8,411
120478,1,1,1,0.9999999999999999,111
120480,3,1,1,2.1999999999999997,311
120482,4,1,1,2.8,411
120483,2,1,1,1.6,211
120484,4,1,1,2.8,411
120486,1,1,1,0.9999999999999999,111
120487,2,1,1,1.6,211
120488,5,1,1,3.4,511
120491,4,1,1,2.8,411
120497,4,1,1,2.8,411
120500,5,1,1,3.4,511
120501,2,1,1,1.6,211
120504,4,1,1,2.8,411
120505,2,1,1,1.6,211
120508,3,1,1,2.1999999999999997,311
120511,3,1,1,2.1999999999999997,311
120512,5,1,1,3.4,511
120516,1,1,1,0.9999999999999999,111
120517,5,1,1,3.4,511
120520,5,1,1,3.4,511
120521,2,1,1,1.6,211
120522,3,1,1,2.1999999999999997,311
120525,5,1,1,3.4,511
120526,2,1,1,1.6,211
120528,3,1,1,2.1999999999999997,311
120529,5,1,1,3.4,511
120530,1,1,1,0.9999999999999999,111
120531,5,1,1,3.4,511
120532,4,1,1,2.8,411
120537,5,1,1,3.4,511
120538,5,1,1,3.4,511
120540,3,1,1,2.1999999999999997,311
120541,4,1,1,2.8,411
120542,3,1,1,2.1999999999999997,311
120544,1,1,1,0.9999999999999999,111
120545,4,2,1,3.1,421
120546,4,1,1,2.8,411
120547,3,1,1,2.1999999999999997,311
120548,1,1,1,0.9999999999999999,111
120549,4,1,1,2.8,411
120550,4,1,1,2.8,411
120551,5,1,1,3.4,511
120555,4,1,1,2.8,411
120557,3,1,1,2.1999999999999997,311
120566,5,1,1,3.4,511
120569,5,1,1,3.4,511
120571,4,1,1,2.8,411
120573,1,1,1,0.9999999999999999,111
120574,2,1,1,1.6,211
120576,3,1,1,2.1999999999999997,311
120578,3,1,1,2.1999999999999997,311
120579,2,1,1,1.6,211
120580,3,1,1,2.1999999999999997,311
120581,5,1,1,3.4,511
120582,4,1,1,2.8,411
120583,4,1,1,2.8,411
120584,1,1,1,0.9999999999999999,111
120585,2,1,1,1.6,211
120588,4,1,1,2.8,411
120589,5,1,1,3.4,511
120590,3,1,1,2.1999999999999997,311
120591,5,1,1,3.4,511
120593,1,1,1,0.9999999999999999,111
120594,5,1,1,3.4,511
120596,5,1,1,3.4,511
120597,4,1,1,2.8,411
120598,5,1,1,3.4,511
120599,5,1,1,3.4,511
120600,4,1,1,2.8,411
120602,3,1,1,2.1999999999999997,311
120603,4,1,1,2.8,411
120604,5,1,1,3.4,511
120605,5,1,1,3.4,511
120606,2,1,1,1.6,211
120610,5,1,1,3.4,511
120611,3,1,1,2.1999999999999997,311
120614,3,1,1,2.1999999999999997,311
120616,5,1,1,3.4,511
120618,5,1,1,3.4,511
120620,2,1,1,1.6,211
120622,3,1,1,2.1999999999999997,311
120624,3,1,1,2.1999999999999997,311
120627,1,1,1,0.9999999999999999,111
120628,3,1,1,2.1999999999999997,311
120629,3,1,1,2.1999999999999997,311
120630,3,1,1,2.1999999999999997,311
120640,3,1,1,2.1999999999999997,311
120642,5,1,1,3.4,511
120643,2,1,1,1.6,211
120644,3,1,1,2.1999999999999997,311
120645,3,1,1,2.1999999999999997,311
120648,5,1,1,3.4,511
120650,5,1,1,3.4,511
120651,5,1,1,3.4,511
120654,4,1,1,2.8,411
120655,1,1,1,0.9999999999999999,111
120656,3,1,1,2.1999999999999997,311
120658,4,1,1,2.8,411
120659,5,1,1,3.4,511
120662,5,1,1,3.4,511
120667,1,1,1,0.9999999999999999,111
120670,5,1,1,3.4,511
120671,2,1,1,1.6,211
120674,3,1,1,2.1999999999999997,311
120677,4,1,1,2.8,411
120678,1,1,1,0.9999999999999999,111
120681,4,1,1,2.8,411
120682,5,1,1,3.4,511
120683,3,1,1,2.1999999999999997,311
120684,4,1,1,2.8,411
120687,5,1,1,3.4,511
120688,5,1,1,3.4,511
120693,5,1,1,3.4,511
120694,3,1,1,2.1999999999999997,311
120696,4,1,1,2.8,411
120697,5,1,1,3.4,511
120700,3,1,1,2.1999999999999997,311
120702,4,1,1,2.8,411
120704,5,1,1,3.4,511
120706,4,1,1,2.8,411
120709,5,1,1,3.4,511
120710,4,1,1,2.8,411
120713,4,1,1,2.8,411
120717,4,1,1,2.8,411
120722,4,1,1,2.8,411
120723,3,1,1,2.1999999999999997,311
120724,5,1,1,3.4,511
120725,1,1,1,0.9999999999999999,111
120726,2,1,1,1.6,211
120727,5,1,1,3.4,511
120732,3,1,1,2.1999999999999997,311
120736,5,1,1,3.4,511
120737,3,1,1,2.1999999999999997,311
120739,3,1,1,2.1999999999999997,311
120740,2,1,1,1.6,211
120741,3,1,1,2.1999999999999997,311
120742,3,1,1,2.1999999999999997,311
120743,3,1,1,2.1999999999999997,311
120746,5,1,1,3.4,511
120747,1,1,1,0.9999999999999999,111
120750,5,1,1,3.4,511
120751,4,1,1,2.8,411
120754,3,1,1,2.1999999999999997,311
120759,1,1,1,0.9999999999999999,111
120761,4,1,1,2.8,411
120762,4,1,1,2.8,411
120765,5,1,1,3.4,511
120766,4,1,1,2.8,411
120767,5,1,1,3.4,511
120770,2,1,1,1.6,211
120771,5,1,1,3.4,511
120773,3,1,1,2.1999999999999997,311
120778,1,1,1,0.9999999999999999,111
120780,1,1,1,0.9999999999999999,111
120781,3,1,1,2.1999999999999997,311
120783,4,1,1,2.8,411
120785,5,1,1,3.4,511
120787,1,1,1,0.9999999999999999,111
120788,5,1,1,3.4,511
120794,1,1,1,0.9999999999999999,111
120795,2,1,1,1.6,211
120798,5,1,1,3.4,511
120804,1,1,1,0.9999999999999999,111
120807,4,1,1,2.8,411
120809,5,1,1,3.4,511
120810,2,1,1,1.6,211
120811,4,1,1,2.8,411
120812,5,1,1,3.4,511
120813,2,1,1,1.6,211
120814,2,1,1,1.6,211
120815,3,1,1,2.1999999999999997,311
120816,4,1,1,2.8,411
120820,2,1,1,1.6,211
120821,5,1,1,3.4,511
120822,5,1,1,3.4,511
120825,1,1,1,0.9999999999999999,111
120826,5,1,1,3.4,511
120828,3,1,1,2.1999999999999997,311
120829,5,1,1,3.4,511
120831,3,1,1,2.1999999999999997,311
120833,2,1,1,1.6,211
120838,5,1,1,3.4,511
120843,4,1,1,2.8,411
120846,5,2,1,3.7,521
120848,4,1,1,2.8,411
120849,2,1,1,1.6,211
120850,3,1,1,2.1999999999999997,311
120854,4,1,1,2.8,411
120855,3,1,1,2.1999999999999997,311
120856,5,1,1,3.4,511
120857,4,1,1,2.8,411
120859,2,1,1,1.6,211
120860,2,1,1,1.6,211
120864,5,1,1,3.4,511
120869,2,1,1,1.6,211
120873,5,1,1,3.4,511
120874,5,1,1,3.4,511
120876,5,1,1,3.4,511
120879,2,1,1,1.6,211
120880,4,1,1,2.8,411
120882,2,1,1,1.6,211
120883,2,1,1,1.6,211
120884,4,1,1,2.8,411
120885,5,1,1,3.4,511
120886,3,1,1,2.1999999999999997,311
120887,1,1,1,0.9999999999999999,111
120889,2,1,1,1.6,211
120891,3,1,1,2.1999999999999997,311
120892,2,1,1,1.6,211
120894,3,1,1,2.1999999999999997,311
120897,2,1,1,1.6,211
120899,3,1,1,2.1999999999999997,311
120900,4,1,1,2.8,411
120902,2,1,1,1.6,211
120903,5,1,1,3.4,511
120912,2,1,1,1.6,211
120914,4,1,1,2.8,411
120915,1,1,1,0.9999999999999999,111
120916,4,1,1,2.8,411
120917,5,1,1,3.4,511
120918,2,1,1,1.6,211
120921,5,1,1,3.4,511
120922,1,1,1,0.9999999999999999,111
120923,5,1,1,3.4,511
120924,4,1,1,2.8,411
120927,5,1,1,3.4,511
120930,4,1,1,2.8,411
120931,3,1,1,2.1999999999999997,311
120933,5,1,1,3.4,511
120934,5,1,1,3.4,511
120935,4,1,1,2.8,411
120936,4,1,1,2.8,411
120938,5,1,1,3.4,511
120940,1,1,1,0.9999999999999999,111
120941,5,1,1,3.4,511
120942,2,1,1,1.6,211
120943,3,1,1,2.1999999999999997,311
120944,5,1,1,3.4,511
120945,2,1,1,1.6,211
120947,5,1,1,3.4,511
120948,1,1,1,0.9999999999999999,111
120949,4,1,1,2.8,411
120950,1,1,1,0.9999999999999999,111
120951,4,1,1,2.8,411
120953,1,1,1,0.9999999999999999,111
120956,3,1,1,2.1999999999999997,311
120957,4,1,1,2.8,411
120959,5,1,1,3.4,511
120961,5,1,1,3.4,511
120962,1,1,1,0.9999999999999999,111
120963,5,1,1,3.4,511
120964,3,1,1,2.1999999999999997,311
120966,1,1,1,0.9999999999999999,111
120968,2,1,1,1.6,211
120971,3,1,1,2.1999999999999997,311
120972,5,1,1,3.4,511
120975,4,1,1,2.8,411
120976,3,1,1,2.1999999999999997,311
120978,3,1,1,2.1999999999999997,311
120981,5,1,1,3.4,511
120982,2,1,1,1.6,211
120984,5,1,1,3.4,511
120986,2,1,1,1.6,211
120988,5,1,1,3.4,511
120989,2,1,1,1.6,211
120990,4,1,1,2.8,411
120991,2,1,1,1.6,211
120992,1,1,1,0.9999999999999999,111
120993,3,1,1,2.1999999999999997,311
120996,5,1,1,3.4,511
120997,5,1,1,3.4,511
120999,5,1,1,3.4,511
121000,5,1,1,3.4,511
121001,5,1,1,3.4,511
121003,4,1,1,2.8,411
121006,5,1,1,3.4,511
121007,5,1,1,3.4,511
121009,5,1,1,3.4,511
121010,5,1,1,3.4,511
121011,4,1,1,2.8,411
121012,3,1,1,2.1999999999999997,311
121015,5,1,1,3.4,511
121016,3,1,1,2.1999999999999997,311
121018,1,1,1,0.9999999999999999,111
121019,3,1,1,2.1999999999999997,311
121020,4,1,1,2.8,411
121021,2,1,1,1.6,211
121022,4,1,1,2.8,411
121024,3,1,1,2.1999999999999997,311
121025,1,1,1,0.9999999999999999,111
121030,5,1,1,3.4,511
121031,4,2,1,3.1,421
121032,3,1,1,2.1999999999999997,311
121034,5,1,1,3.4,511
121037,2,1,1,1.6,211
121039,1,1,1,0.9999999999999999,111
121041,2,1,1,1.6,211
121042,2,1,1,1.6,211
121046,2,1,1,1.6,211
121048,5,2,1,3.7,521
121050,4,1,1,2.8,411
121051,3,1,1,2.1999999999999997,311
121052,1,1,1,0.9999999999999999,111
121053,3,1,1,2.1999999999999997,311
121054,4,1,1,2.8,411
121055,2,1,1,1.6,211
121057,4,1,1,2.8,411
121061,4,1,1,2.8,411
121064,2,1,1,1.6,211
121066,3,1,1,2.1999999999999997,311
121069,5,1,1,3.4,511
121070,1,1,1,0.9999999999999999,111
121071,5,1,1,3.4,511
121072,5,1,1,3.4,511
121073,4,1,1,2.8,411
121074,2,1,1,1.6,211
121079,3,1,1,2.1999999999999997,311
121080,2,1,1,1.6,211
121081,4,1,1,2.8,411
121084,3,1,1,2.1999999999999997,311
121086,4,1,1,2.8,411
121089,3,1,1,2.1999999999999997,311
121094,5,1,1,3.4,511
121096,5,1,1,3.4,511
121100,4,1,1,2.8,411
121102,4,1,1,2.8,411
121103,4,1,1,2.8,411
121105,3,1,1,2.1999999999999997,311
121106,5,1,1,3.4,511
121107,1,1,1,0.9999999999999999,111
121108,3,1,1,2.1999999999999997,311
121109,3,1,1,2.1999999999999997,311
121110,3,1,1,2.1999999999999997,311
121111,3,1,1,2.1999999999999997,311
121112,5,1,1,3.4,511
121113,5,1,1,3.4,511
121114,2,1,1,1.6,211
121115,2,1,1,1.6,211
121119,5,1,1,3.4,511
121120,5,1,1,3.4,511
121121,3,1,1,2.1999999999999997,311
121123,5,1,1,3.4,511
121124,5,1,1,3.4,511
121125,5,1,1,3.4,511
121126,4,1,1,2.8,411
121128,5,1,1,3.4,511
121132,5,1,1,3.4,511
121133,5,1,1,3.4,511
121136,3,1,1,2.1999999999999997,311
121137,2,1,1,1.6,211
121138,1,1,1,0.9999999999999999,111
121139,1,1,1,0.9999999999999999,111
121140,3,1,1,2.1999999999999997,311
121142,5,1,1,3.4,511
121143,2,1,1,1.6,211
121144,5,1,1,3.4,511
121146,4,1,1,2.8,411
121148,1,1,1,0.9999999999999999,111
121152,5,1,1,3.4,511
121154,1,1,1,0.9999999999999999,111
121157,5,1,1,3.4,511
121158,5,1,1,3.4,511
121159,5,1,1,3.4,511
121160,3,1,1,2.1999999999999997,311
121161,5,1,1,3.4,511
121162,4,1,1,2.8,411
121163,3,1,1,2.1999999999999997,311
121164,4,1,1,2.8,411
121166,5,1,1,3.4,511
121167,4,1,1,2.8,411
121168,3,1,1,2.1999999999999997,311
121169,2,1,1,1.6,211
121170,4,1,1,2.8,411
121171,4,1,1,2.8,411
121172,3,1,1,2.1999999999999997,311
121173,4,1,1,2.8,411
121174,3,1,1,2.1999999999999997,311
121176,3,1,1,2.1999999999999997,311
121178,5,1,1,3.4,511
121179,4,1,1,2.8,411
121180,1,1,1,0.9999999999999999,111
121182,1,1,1,0.9999999999999999,111
121183,3,1,1,2.1999999999999997,311
121184,5,1,1,3.4,511
121187,3,1,1,2.1999999999999997,311
121188,3,1,1,2.1999999999999997,311
121191,3,1,1,2.1999999999999997,311
121192,3,1,1,2.1999999999999997,311
121193,5,1,1,3.4,511
121194,4,1,1,2.8,411
121195,1,1,1,0.9999999999999999,111
121196,4,1,1,2.8,411
121197,4,1,1,2.8,411
121199,3,1,1,2.1999999999999997,311
121202,4,1,1,2.8,411
121207,4,1,1,2.8,411
121208,5,1,1,3.4,511
121210,5,1,1,3.4,511
121211,4,1,1,2.8,411
121212,4,1,1,2.8,411
121214,3,1,1,2.1999999999999997,311
121216,2,1,1,1.6,211
121220,3,1,1,2.1999999999999997,311
121221,5,1,1,3.4,511
121223,3,1,1,2.1999999999999997,311
121225,4,1,1,2.8,411
121229,2,1,1,1.6,211
121233,1,1,1,0.9999999999999999,111
121236,3,1,1,2.1999999999999997,311
121237,3,1,1,2.1999999999999997,311
121239,5,1,1,3.4,511
121240,5,1,1,3.4,511
121242,4,1,1,2.8,411
121244,5,1,1,3.4,511
121245,2,1,1,1.6,211
121246,1,1,1,0.9999999999999999,111
121248,3,1,1,2.1999999999999997,311
121250,5,1,1,3.4,511
121251,4,1,1,2.8,411
121254,4,1,1,2.8,411
121257,2,1,1,1.6,211
121260,5,1,1,3.4,511
121261,2,1,1,1.6,211
121262,5,1,1,3.4,511
121263,5,1,1,3.4,511
121264,5,1,1,3.4,511
121266,4,1,1,2.8,411
121267,4,1,1,2.8,411
121270,1,1,1,0.9999999999999999,111
121272,4,1,1,2.8,411
121274,2,1,1,1.6,211
121275,2,1,1,1.6,211
121276,1,1,1,0.9999999999999999,111
121281,5,1,1,3.4,511
121283,4,1,1,2.8,411
121284,3,1,1,2.1999999999999997,311
121285,5,1,1,3.4,511
121286,5,1,1,3.4,511
121289,2,1,1,1.6,211
121290,3,1,1,2.1999999999999997,311
121291,2,1,1,1.6,211
121293,4,1,1,2.8,411
121296,5,1,1,3.4,511
121300,1,1,1,0.9999999999999999,111
121301,3,1,1,2.1999999999999997,311
121302,2,1,1,1.6,211
121303,1,1,1,0.9999999999999999,111
121306,1,1,1,0.9999999999999999,111
121308,5,1,1,3.4,511
121310,4,1,1,2.8,411
121311,3,1,1,2.1999999999999997,311
121314,1,1,1,0.9999999999999999,111
121316,1,1,1,0.9999999999999999,111
121318,1,1,1,0.9999999999999999,111
121322,3,1,1,2.1999999999999997,311
121323,2,1,1,1.6,211
121325,5,1,1,3.4,511
121326,5,1,1,3.4,511
121327,5,1,1,3.4,511
121329,1,1,1,0.9999999999999999,111
121331,2,1,1,1.6,211
121332,1,1,1,0.9999999999999999,111
121334,3,1,1,2.1999999999999997,311
121335,3,1,1,2.1999999999999997,311
121336,5,1,1,3.4,511
121337,4,1,1,2.8,411
121340,2,1,1,1.6,211
121341,5,1,1,3.4,511
121342,1,1,1,0.9999999999999999,111
121343,4,1,1,2.8,411
121344,1,1,1,0.9999999999999999,111
121348,4,1,1,2.8,411
121349,5,1,1,3.4,511
121350,2,1,1,1.6,211
121351,3,1,1,2.1999999999999997,311
121353,1,1,1,0.9999999999999999,111
121355,4,1,1,2.8,411
121357,3,1,1,2.1999999999999997,311
121361,1,1,1,0.9999999999999999,111
121363,1,1,1,0.9999999999999999,111
121364,4,1,1,2.8,411
121365,3,1,1,2.1999999999999997,311
121368,1,1,1,0.9999999999999999,111
121369,5,1,1,3.4,511
121371,4,1,1,2.8,411
121373,2,1,1,1.6,211
121377,2,1,1,1.6,211
121378,1,1,1,0.9999999999999999,111
121379,3,1,1,2.1999999999999997,311
121380,3,1,1,2.1999999999999997,311
121382,4,1,1,2.8,411
121386,1,1,1,0.9999999999999999,111
121391,4,1,1,2.8,411
121394,5,1,1,3.4,511
121395,3,2,1,2.5,321
121396,5,1,1,3.4,511
121397,2,1,1,1.6,211
121400,5,1,1,3.4,511
121409,4,1,1,2.8,411
121411,3,1,1,2.1999999999999997,311
121412,5,1,1,3.4,511
121414,5,1,1,3.4,511
121416,5,1,1,3.4,511
121420,3,1,1,2.1999999999999997,311
121423,3,1,1,2.1999999999999997,311
121425,5,1,1,3.4,511
121427,3,1,1,2.1999999999999997,311
121428,5,1,1,3.4,511
121429,2,1,1,1.6,211
121430,5,1,1,3.4,511
121432,1,1,1,0.9999999999999999,111
121433,5,1,1,3.4,511
121436,5,1,1,3.4,511
121437,3,1,1,2.1999999999999997,311
121438,4,1,1,2.8,411
121439,4,1,1,2.8,411
121440,3,1,1,2.1999999999999997,311
121441,2,1,1,1.6,211
121442,4,1,1,2.8,411
121445,5,1,1,3.4,511
121446,4,1,1,2.8,411
121449,3,1,1,2.1999999999999997,311
121451,5,2,1,3.7,521
121453,4,1,1,2.8,411
121456,3,1,1,2.1999999999999997,311
121457,5,1,1,3.4,511
121458,5,1,1,3.4,511
121460,5,1,1,3.4,511
121462,5,1,1,3.4,511
121463,4,1,1,2.8,411
121464,3,1,1,2.1999999999999997,311
121465,3,1,1,2.1999999999999997,311
121467,5,1,1,3.4,511
121468,3,1,1,2.1999999999999997,311
121469,4,1,1,2.8,411
121470,5,1,1,3.4,511
121471,5,1,1,3.4,511
121474,4,1,1,2.8,411
121476,1,1,1,0.9999999999999999,111
121479,4,1,1,2.8,411
121480,2,1,1,1.6,211
121486,5,1,1,3.4,511
121487,4,1,1,2.8,411
121489,4,1,1,2.8,411
121491,1,1,1,0.9999999999999999,111
121493,3,1,1,2.1999999999999997,311
121498,1,1,1,0.9999999999999999,111
121499,5,1,1,3.4,511
121502,3,1,1,2.1999999999999997,311
121503,5,1,1,3.4,511
121504,5,1,1,3.4,511
121506,4,1,1,2.8,411
121509,4,1,1,2.8,411
121510,1,1,1,0.9999999999999999,111
121511,1,1,1,0.9999999999999999,111
121514,2,1,1,1.6,211
121516,5,1,1,3.4,511
121517,5,1,1,3.4,511
121519,4,1,1,2.8,411
121520,5,1,1,3.4,511
121521,4,1,1,2.8,411
121522,5,1,1,3.4,511
121523,1,1,1,0.9999999999999999,111
121524,5,1,1,3.4,511
121526,3,1,1,2.1999999999999997,311
121527,5,1,1,3.4,511
121528,3,1,1,2.1999999999999997,311
121529,5,1,1,3.4,511
121530,5,1,1,3.4,511
121532,5,1,1,3.4,511
121534,1,1,1,0.9999999999999999,111
121536,4,1,1,2.8,411
121538,4,1,1,2.8,411
121540,4,1,1,2.8,411
121541,2,1,1,1.6,211
121546,2,1,1,1.6,211
121551,4,1,1,2.8,411
121553,3,1,1,2.1999999999999997,311
121554,3,1,1,2.1999999999999997,311
121555,5,1,1,3.4,511
121556,3,1,1,2.1999999999999997,311
121557,2,1,1,1.6,211
121558,1,1,1,0.9999999999999999,111
121564,3,1,1,2.1999999999999997,311
121566,1,1,1,0.9999999999999999,111
121567,5,1,1,3.4,511
121568,3,1,1,2.1999999999999997,311
121573,4,1,1,2.8,411
121575,1,1,1,0.9999999999999999,111
121580,3,1,1,2.1999999999999997,311
121583,2,1,1,1.6,211
121584,5,1,1,3.4,511
121587,2,1,1,1.6,211
121588,3,1,1,2.1999999999999997,311
121590,5,1,1,3.4,511
121592,5,1,1,3.4,511
121593,1,1,1,0.9999999999999999,111
121597,4,1,1,2.8,411
121598,5,1,1,3.4,511
121599,4,1,1,2.8,411
121600,2,1,1,1.6,211
121601,1,1,1,0.9999999999999999,111
121604,5,1,1,3.4,511
121605,5,1,1,3.4,511
121606,5,1,1,3.4,511
121607,2,1,1,1.6,211
121608,3,1,1,2.1999999999999997,311
121609,5,1,1,3.4,511
121611,3,1,1,2.1999999999999997,311
121612,4,1,1,2.8,411
121613,5,1,1,3.4,511
121614,4,1,1,2.8,411
121616,4,1,1,2.8,411
121617,3,1,1,2.1999999999999997,311
121618,5,1,1,3.4,511
121621,3,1,1,2.1999999999999997,311
121622,2,1,1,1.6,211
121623,3,1,1,2.1999999999999997,311
121624,5,1,1,3.4,511
121629,1,1,1,0.9999999999999999,111
121633,3,1,1,2.1999999999999997,311
121634,3,1,1,2.1999999999999997,311
121636,5,1,1,3.4,511
121639,4,1,1,2.8,411
121641,2,1,1,1.6,211
121642,3,1,1,2.1999999999999997,311
121643,5,1,1,3.4,511
121644,4,1,1,2.8,411
121645,3,1,1,2.1999999999999997,311
121647,3,1,1,2.1999999999999997,311
121648,3,1,1,2.1999999999999997,311
121649,3,1,1,2.1999999999999997,311
121650,5,1,1,3.4,511
121652,2,1,1,1.6,211
121654,3,1,1,2.1999999999999997,311
121656,1,1,1,0.9999999999999999,111
121658,3,1,1,2.1999999999999997,311
121659,5,1,1,3.4,511
121661,5,1,1,3.4,511
121664,4,1,1,2.8,411
121665,5,1,1,3.4,511
121666,3,1,1,2.1999999999999997,311
121667,3,1,1,2.1999999999999997,311
121668,4,1,1,2.8,411
121671,4,1,1,2.8,411
121675,1,1,1,0.9999999999999999,111
121677,5,1,1,3.4,511
121678,3,1,1,2.1999999999999997,311
121679,5,1,1,3.4,511
121681,4,1,1,2.8,411
121682,3,1,1,2.1999999999999997,311
121683,5,1,1,3.4,511
121684,1,1,1,0.9999999999999999,111
121685,3,1,1,2.1999999999999997,311
121688,5,1,1,3.4,511
121689,3,1,1,2.1999999999999997,311
121692,5,1,1,3.4,511
121693,5,1,1,3.4,511
121694,5,1,1,3.4,511
121696,3,1,1,2.1999999999999997,311
121697,1,1,1,0.9999999999999999,111
121698,5,1,1,3.4,511
121700,4,1,1,2.8,411
121701,5,1,1,3.4,511
121703,5,1,1,3.4,511
121705,1,1,1,0.9999999999999999,111
121706,1,1,1,0.9999999999999999,111
121707,5,1,1,3.4,511
121709,5,1,1,3.4,511
121710,5,1,1,3.4,511
121711,4,1,1,2.8,411
121713,2,1,1,1.6,211
121714,4,1,1,2.8,411
121719,2,1,1,1.6,211
121721,4,1,1,2.8,411
